,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Avg-Book-Rating
922,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1999,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393317552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393317552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393317552.01.LZZZZZZZ.jpg,3.9444444444444446
1768,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books,http://images.amazon.com/images/P/0441001971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441001971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441001971.01.LZZZZZZZ.jpg,3.9347826086956523
2154,Into Thin Air : A Personal Account of the Mount Everest Disaster,JON KRAKAUER,1997,Villard,http://images.amazon.com/images/P/0679457526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679457526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679457526.01.LZZZZZZZ.jpg,3.9166666666666665
1067,What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,1999,Ballantine Books,http://images.amazon.com/images/P/0345423291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345423291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345423291.01.LZZZZZZZ.jpg,3.90625
1935,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451173317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451173317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451173317.01.LZZZZZZZ.jpg,3.9056603773584904
2039,Blood and Gold (Vampire Chronicles),Anne Rice,2001,Alfred A. Knopf,http://images.amazon.com/images/P/0679454497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679454497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679454497.01.LZZZZZZZ.jpg,3.9047619047619047
2632,Travels With Charley: In Search of America,John Steinbeck,1980,Penguin Books,http://images.amazon.com/images/P/0140053204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140053204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140053204.01.LZZZZZZZ.jpg,3.903225806451613
264,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.LZZZZZZZ.jpg,3.8962264150943398
290,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books,http://images.amazon.com/images/P/0312853238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312853238.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312853238.01.LZZZZZZZ.jpg,3.879120879120879
1185,Hiroshima,John Hersey,1989,Vintage Books USA,http://images.amazon.com/images/P/0679721037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679721037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679721037.01.LZZZZZZZ.jpg,3.875
1479,Pride &amp; Prejudice (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260002.01.LZZZZZZZ.jpg,3.875
975,The Green Mile: The Complete Serial Novel,Stephen King,1997,Plume Books,http://images.amazon.com/images/P/0452278902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452278902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452278902.01.LZZZZZZZ.jpg,3.869565217391304
2639,The Mark: The Beast Rules the World (Left Behind #8),Tim LaHaye,2000,Tyndale House Publishers,http://images.amazon.com/images/P/0842332251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842332251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842332251.01.LZZZZZZZ.jpg,3.8666666666666667
888,Disgrace,J. M. Coetzee,2000,Penguin Books,http://images.amazon.com/images/P/0140296409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140296409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140296409.01.LZZZZZZZ.jpg,3.8666666666666667
741,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618002219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618002219.01.LZZZZZZZ.jpg,3.864864864864865
2478,Macbeth,William Shakespeare,1992,Washington Square Press,http://images.amazon.com/images/P/0671722751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671722751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671722751.01.LZZZZZZZ.jpg,3.8620689655172415
958,A Knight in Shining Armor,Jude Deveraux,1990,Pocket,http://images.amazon.com/images/P/0671705091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671705091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671705091.01.LZZZZZZZ.jpg,3.857142857142857
2202,Every Living Thing,James Herriot,1996,St. Martin's Press,http://images.amazon.com/images/P/0312950586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312950586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312950586.01.LZZZZZZZ.jpg,3.857142857142857
2211,Fear and Loathing in Las Vegas : A Savage Journey to the Heart of the American Dream,HUNTER S. THOMPSON,1998,Vintage Books,http://images.amazon.com/images/P/0679785892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679785892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679785892.01.LZZZZZZZ.jpg,3.857142857142857
856,Cat's Cradle,Kurt Vonnegut,1998,Delta,http://images.amazon.com/images/P/038533348X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533348X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533348X.01.LZZZZZZZ.jpg,3.857142857142857
2844,Stiff: The Curious Lives of Human Cadavers,Mary Roach,2003,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393050939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393050939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393050939.01.LZZZZZZZ.jpg,3.8536585365853657
1406,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,http://images.amazon.com/images/P/0440998050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440998050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440998050.01.LZZZZZZZ.jpg,3.8444444444444446
2852,Pattern Recognition,William Gibson,2003,G. P. Putnam's Sons,http://images.amazon.com/images/P/0399149864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149864.01.LZZZZZZZ.jpg,3.8421052631578947
1340,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1998,Signet Book,http://images.amazon.com/images/P/0451194861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451194861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451194861.01.LZZZZZZZ.jpg,3.8405797101449277
1870,Hamlet,William Shakespeare,1992,Washington Square Press,http://images.amazon.com/images/P/067172262X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067172262X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067172262X.01.LZZZZZZZ.jpg,3.8378378378378377
743,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books,http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg,3.8333333333333335
2512,Things Fall Apart,Chinua Achebe,1999,Harcourt School,http://images.amazon.com/images/P/0030554381.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0030554381.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0030554381.01.LZZZZZZZ.jpg,3.8181818181818183
926,Holidays on Ice : Stories,David Sedaris,1998,Back Bay Books,http://images.amazon.com/images/P/0316779237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316779237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316779237.01.LZZZZZZZ.jpg,3.8
1558,Gone with the Wind,Margaret Mitchell,1993,Warner Books,http://images.amazon.com/images/P/0446365386.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446365386.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446365386.01.LZZZZZZZ.jpg,3.792452830188679
1394,"Life,the Universe and Everything",Douglas Adams,0,Pan Books Ltd,http://images.amazon.com/images/P/0330267388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330267388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330267388.01.LZZZZZZZ.jpg,3.789473684210526
1096,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,1997,Spectra Books,http://images.amazon.com/images/P/0553573403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573403.01.LZZZZZZZ.jpg,3.787878787878788
910,All I Really Need to Know I Learned in Kindergarten: Uncommon Thoughts on Common Things,Robert Fulghum,1988,Villard Books,http://images.amazon.com/images/P/0394571029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394571029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394571029.01.LZZZZZZZ.jpg,3.782608695652174
927,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988,Llewellyn Publications,http://images.amazon.com/images/P/0875421180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.LZZZZZZZ.jpg,3.7777777777777777
1970,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1996,Jove Books,http://images.amazon.com/images/P/0515134465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134465.01.LZZZZZZZ.jpg,3.7755102040816326
346,Dragonfly in Amber,DIANA GABALDON,1993,Dell,http://images.amazon.com/images/P/0440215625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg,3.759493670886076
2365,"Wizard's First Rule (Sword of Truth, Book 1)",Terry Goodkind,1997,Tor Fantasy,http://images.amazon.com/images/P/0812548051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812548051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812548051.01.LZZZZZZZ.jpg,3.7586206896551726
855,Dress Your Family in Corduroy and Denim,David Sedaris,2004,"Little, Brown",http://images.amazon.com/images/P/0316143464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316143464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316143464.01.LZZZZZZZ.jpg,3.75
2280,Salem's Lot,Stephen King,1979,Signet Book,http://images.amazon.com/images/P/0451125452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451125452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451125452.01.LZZZZZZZ.jpg,3.7419354838709675
776,The Professor and the Madman,Simon Winchester,1998,HarperCollins Publishers,http://images.amazon.com/images/P/0060175966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060175966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060175966.01.LZZZZZZZ.jpg,3.739130434782609
1025,The Darwin Awards II: Unnatural Selection,Wendy Northcutt,2001,Dutton Books,http://images.amazon.com/images/P/0525946233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525946233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525946233.01.LZZZZZZZ.jpg,3.7333333333333334
1662,The Conquest,Jude Deveraux,1991,Pocket,http://images.amazon.com/images/P/0671644475.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671644475.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671644475.01.LZZZZZZZ.jpg,3.7142857142857144
2264,The Name of the Rose: including Postscript to the Name of the Rose,Umberto Eco,1994,Harvest Books,http://images.amazon.com/images/P/0156001314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156001314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156001314.01.LZZZZZZZ.jpg,3.7083333333333335
1322,Perfume: The Story of a Murderer (Vintage International),Patrick Suskind,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725849.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375725849.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375725849.01.LZZZZZZZ.jpg,3.7083333333333335
641,"Chapterhouse Dune (Dune Chronicles, Book 6)",Frank Herbert,1996,ACE Charter,http://images.amazon.com/images/P/0441102670.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441102670.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441102670.01.LZZZZZZZ.jpg,3.7058823529411766
1041,The Pleasure of My Company: A Novel,Steve Martin,2003,Hyperion,http://images.amazon.com/images/P/0786869216.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786869216.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786869216.01.LZZZZZZZ.jpg,3.7058823529411766
848,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg,3.704081632653061
9,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310786.01.LZZZZZZZ.jpg,3.704035874439462
997,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",Stefan Fatsis,2002,Penguin Books,http://images.amazon.com/images/P/0142002267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142002267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142002267.01.LZZZZZZZ.jpg,3.7037037037037037
1232,The Godfather,Mario Puzo,2004,Signet Book,http://images.amazon.com/images/P/0451167716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167716.01.LZZZZZZZ.jpg,3.7027027027027026
239,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner,http://images.amazon.com/images/P/0684801221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801221.01.LZZZZZZZ.jpg,3.7
2022,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,http://images.amazon.com/images/P/0345445848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.LZZZZZZZ.jpg,3.6964285714285716
662,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2004,Gotham Books,http://images.amazon.com/images/P/1592400876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1592400876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1592400876.01.LZZZZZZZ.jpg,3.693548387096774
138,A Year by the Sea: Thoughts of an Unfinished Woman,Joan Anderson,2000,Broadway Books,http://images.amazon.com/images/P/0767905938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905938.01.LZZZZZZZ.jpg,3.6923076923076925
1953,Little House in the Big Woods,Laura Ingalls Wilder,1953,HarperTrophy,http://images.amazon.com/images/P/0064400018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400018.01.LZZZZZZZ.jpg,3.6904761904761907
667,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982,Methuen Publishing Ltd,http://images.amazon.com/images/P/0413537900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0413537900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0413537900.01.LZZZZZZZ.jpg,3.6875
358,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1997,Ballantine Books,http://images.amazon.com/images/P/0345409469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345409469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345409469.01.LZZZZZZZ.jpg,3.6842105263157894
542,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday,http://images.amazon.com/images/P/0385512104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385512104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385512104.01.LZZZZZZZ.jpg,3.6808510638297873
171,The Shining,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743424425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743424425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743424425.01.LZZZZZZZ.jpg,3.671875
1808,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,1996,Penguin Books,http://images.amazon.com/images/P/0140258795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140258795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140258795.01.LZZZZZZZ.jpg,3.6666666666666665
495,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339703.01.LZZZZZZZ.jpg,3.6544117647058822
921,Shipping News,E Annie Proulx,0,Fourth Estate,http://images.amazon.com/images/P/1857022424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857022424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857022424.01.LZZZZZZZ.jpg,3.65
907,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics,http://images.amazon.com/images/P/0553213148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213148.01.LZZZZZZZ.jpg,3.635135135135135
2196,The Meaning Of Life,Bradley Trevor Greive,2002,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740723367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740723367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740723367.01.LZZZZZZZ.jpg,3.6333333333333333
2629,James Herriot's Cat Stories,James Herriot,1994,St. Martin's Press,http://images.amazon.com/images/P/0312113420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312113420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312113420.01.LZZZZZZZ.jpg,3.6296296296296298
757,Der Vorleser,Bernhard Schlink,1999,Diogenes Verlag AG,http://images.amazon.com/images/P/3257229534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257229534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257229534.01.LZZZZZZZ.jpg,3.625
1262,Westing Game,Ellen Raskin,1992,Puffin Books,http://images.amazon.com/images/P/014034991X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014034991X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014034991X.01.LZZZZZZZ.jpg,3.6206896551724137
2157,Nine Stories,J.D. Salinger,1991,"Little, Brown",http://images.amazon.com/images/P/0316769509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316769509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316769509.01.LZZZZZZZ.jpg,3.6206896551724137
618,1984,George Orwell,1990,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg,3.6145833333333335
1090,The Things They Carried,TIM O'BRIEN,1998,Broadway,http://images.amazon.com/images/P/0767902890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767902890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767902890.01.LZZZZZZZ.jpg,3.611111111111111
2832,The Odyssey,Homer,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260258.01.LZZZZZZZ.jpg,3.608695652173913
1063,Bachelor Brothers' Bed &amp; Breakfast,Bill Richardson,1997,St. Martin's Griffin,http://images.amazon.com/images/P/0312171838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312171838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312171838.01.LZZZZZZZ.jpg,3.606060606060606
623,The Mists of Avalon,MARION ZIMMER BRADLEY,1987,Del Rey,http://images.amazon.com/images/P/0345350499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345350499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345350499.01.LZZZZZZZ.jpg,3.602409638554217
